age,monthly_spend,days_since_last_order,support_tickets,tenure_months,churn
33,112.85712128424585,0.08420623639873934,0,83,0
70,143.87783589235534,14.082406651296273,1,105,0
43,114.3184156706824,16.385092016320893,2,27,0
64,108.86984926171309,30.42315386838867,2,67,0
31,138.81801422280682,8.005431574616345,1,71,0
20,146.72791374230525,13.962676399750958,1,25,0
21,114.11706001965584,20.963666116401402,0,48,0
39,123.22431102482086,25.957403660504657,1,111,0
72,88.72839081066688,63.972917166387745,1,2,0
20,85.57267827341897,15.860103327909478,2,60,0
39,150.7659000786723,3.846558503849432,1,73,0
24,137.79768250178486,53.04624733029794,1,109,0
71,138.21193753666304,8.655488475861716,2,34,0
56,131.23417394902089,56.8765784928467,3,47,0
61,121.84813103259815,8.757865764799922,2,10,0
58,147.85647563291076,0.6568919301580162,0,40,0
55,157.40435044091134,21.100299516300115,0,119,0
62,156.4491202076259,83.95150761559206,2,92,0
18,115.96888336216053,14.974114151120256,2,51,0
67,175.47970919635353,6.140440486770988,2,76,0
60,129.13842726929283,5.607177176621189,1,115,0
60,145.29504770263193,52.156452155396195,0,53,0
40,131.28351563339518,31.597797017116754,3,36,0
63,129.88026829936697,16.212649828066183,7,105,0
39,90.56992038998722,1.8786665190488208,3,102,0
20,148.05403353379305,25.732962766969436,1,62,0
69,233.81177579630557,51.48728114300421,1,2,0
31,105.00819700839666,2.412051948334006,1,2,0
23,122.83978861699792,9.261615857211606,0,14,1
53,102.1517894261095,25.873339388153084,2,83,0
31,100.47920393752261,60.76298783817745,1,21,0
66,181.7779791247469,137.75994703164235,2,8,0
43,93.08115929090141,55.16619153614716,3,82,0
18,101.03678106534555,28.633678477638437,5,58,0
72,56.50028705074795,11.780281499444088,2,64,0
47,89.6955310183101,8.652142555218928,0,23,0
32,51.664004281866085,0.1081041749542137,1,26,0
56,145.27218796847717,16.63143835763323,2,29,0
48,231.98788887349238,36.96236170169011,2,77,0
19,105.33284825397911,15.850149225302255,0,117,0
61,53.329682680390505,44.42560606627799,1,109,0
40,155.99998657718933,73.66339979790477,1,14,0
57,90.92300164279372,11.096433513847504,1,81,0
69,171.9738772221416,21.43141694992667,1,91,0
52,108.71883808840221,16.025185545714294,0,5,0
56,94.72737243668877,11.779798490040772,0,76,0
32,112.88169777017254,61.32856110618954,4,53,1
31,150.31107043744748,14.541144387353066,1,24,0
41,110.90317476977374,9.656160443149954,1,94,0
66,100.13101188825178,101.8035071801294,2,112,0
47,112.04673588084513,48.039697348408986,0,72,0
37,69.1257926199646,1.299506541326813,2,24,0
62,135.8812640917592,5.217032679344469,0,52,0
66,48.530936246203595,2.227815160050845,3,62,0
69,102.23514182537939,0.40785429999339795,1,108,0
35,150.37540835322972,268.7688647485322,1,95,1
58,132.12193131730868,46.63607434616591,0,80,0
51,143.6128229194556,24.161427493650965,5,91,1
43,117.39817309124764,54.062980826074366,1,83,0
40,166.78984723942068,15.935634864752139,1,39,0
24,156.9879678707917,152.35927104850816,3,16,0
33,137.84564016990697,15.66608386326769,1,100,0
49,157.10183109254172,18.189563134873687,0,66,0
68,150.01694217614306,29.134609876711643,3,115,0
67,102.42145946612439,68.09097521849432,1,82,0
28,66.24404353234667,2.7709881046830036,0,57,0
56,136.81448503370495,21.483223246755866,2,77,0
22,141.84356923325714,36.65600096559449,3,78,0
56,163.61887964554262,1.151762735341495,0,117,0
37,82.54714899818826,12.383448470949862,2,44,0
43,83.74275762891347,29.013046446364548,0,46,0
58,138.39601065231082,47.9731644406443,2,43,0
42,117.15332044587653,78.41754427216834,0,13,0
64,44.56953557715488,13.405116906002801,0,56,0
48,135.00432655016763,47.626015972412816,1,53,0
74,45.903083400441815,138.2182059695245,1,24,0
54,82.18973792506495,50.59173732088327,1,98,0
34,174.0672549144043,38.71885995906761,2,83,0
62,192.99516071228462,2.8539015676234243,3,29,0
41,71.37374526112154,42.11981538340384,1,20,0
48,106.82433850349223,0.31773623147341146,0,74,0
25,121.70490092314824,0.14237202211296424,0,1,0
24,191.24907710326272,42.47410582033796,0,18,0
50,100.28524208702393,1.0924402596836067,2,53,0
28,100.92463907866887,9.586551779363678,2,118,0
74,181.94902233851448,57.52291360625295,1,10,0
66,105.00843389126968,1.383775948978868,4,63,0
57,148.8880683586583,4.14412172351936,4,67,0
59,60.9142813955029,23.673958506602524,0,30,0
51,113.15069023630696,121.70818080813758,0,62,1
21,53.61612646694381,33.92614917780796,3,76,0
40,77.78264876177182,88.37792798735748,1,17,0
46,153.56805420609055,85.78942351428931,3,114,0
70,118.0037843565315,150.24043740003648,1,30,0
30,107.23577037788101,59.427137406126164,0,44,0
46,90.0500150407633,35.90183090542384,1,3,0
37,111.17375707034869,4.651290116137621,1,71,0
25,132.04452668402774,37.16076754431351,2,71,0
23,159.31664825847048,24.511512134990024,2,14,0
38,14.994132636127915,26.66154231718156,0,35,0
22,86.72955302948762,25.28633943423369,2,92,0
21,126.36384968756023,50.371373331570034,0,85,0
37,116.04547536150857,62.65145369808673,3,37,0
29,136.135049701069,0.4554906661938447,2,75,0
49,130.70161144506216,13.963980561030803,2,89,0
19,107.8052854802637,28.741325585266022,1,45,0
35,98.92587216051291,49.52131657635965,2,21,0
43,110.17994041057996,28.18146106926094,1,3,0
72,165.94969399290972,103.13116491175636,1,114,0
54,90.71968268377142,39.50148816040819,2,39,1
68,117.48773107424178,8.13891329822666,2,96,0
37,127.33368855993685,47.19318574955751,4,39,0
43,182.41403719497833,31.158159712099433,1,85,0
41,107.98766967054748,16.8715353988403,1,40,1
68,158.35226624043844,4.336406929212099,2,73,0
72,169.2791761306009,2.803869373391382,2,114,0
72,117.44982940037407,5.694879710677802,0,90,0
60,111.5712408369295,15.536165782411187,0,20,0
46,106.83785311807135,34.75102958064254,1,63,0
48,109.7670746302967,56.696529377164,2,33,0
73,154.1695944230733,5.243994325578624,2,27,0
34,129.24039909022056,2.0151285275461497,2,100,0
37,129.41158836679477,9.528387472113383,0,117,0
69,74.9910595848066,44.323441664286264,4,111,0
40,81.30039690499062,4.402964442642525,1,100,0
31,205.7378729910792,41.74070598293458,0,56,0
49,112.88697098845242,41.07915793208703,0,63,0
36,89.0091201768656,49.11992335589633,2,65,0
68,177.2439666235719,11.461714248407118,3,88,0
69,131.27234194734208,15.569248220737276,3,7,1
35,143.12619667458085,28.657675672523872,0,99,0
48,114.47811698873866,193.364580638724,1,97,0
74,107.25307637692784,12.753310995350466,1,119,0
60,113.21654510010839,28.271545883323377,2,71,0
30,64.69047318805494,82.43106363254064,0,55,0
51,116.4829036232041,20.858064735288547,1,58,0
53,131.8413230817047,19.141469850254737,1,74,0
55,194.01852935375015,12.269524418157758,2,37,0
19,123.43996260020862,27.366542697485258,3,93,0
35,26.6329183115878,7.88620529233185,6,53,0
66,116.24058268861515,18.900356155658933,3,34,0
31,229.58016532433223,13.714626168415686,2,88,0
35,154.6546493994016,45.868119792216675,0,41,0
36,87.56444224765644,21.531155412846392,1,10,0
28,143.64426057722227,9.47660783627092,2,63,0
26,90.31946300441038,28.046049841476425,0,61,0
37,65.8476992181257,18.854794451205375,0,35,0
67,106.06522547063712,11.606466822091821,1,5,0
18,123.66105756955444,3.2392752138856915,3,57,0
34,45.11377990266416,30.999208083766568,0,92,0
21,74.03362837845457,65.93332439248665,2,96,0
50,120.41342252729419,5.017679972372079,2,26,0
32,103.67307296044183,13.379847105078117,0,52,0
63,135.79245084584363,27.694263702376087,1,108,0
51,71.41326690765754,4.495250311843262,3,41,0
62,148.56454994213203,3.005814838529982,0,57,1
54,72.6496361175922,1.0271579702348883,1,81,0
42,185.70937207750518,0.4473781119408048,3,55,0
67,51.36966862486733,2.0776824936455727,1,101,0
45,76.2978291846635,9.561138334637619,1,43,0
72,136.69483212127318,39.869410343322066,2,59,0
74,186.56933005990552,40.52008184427593,1,62,0
51,132.60172144464684,19.867526236978474,1,89,0
56,142.51431680729564,47.92199326458849,1,41,0
32,120.70147606692234,21.046736049380034,2,33,0
64,78.94406183539226,2.3014715426690624,3,43,0
56,100.39446607042483,15.290497514935158,1,28,0
69,71.52361120074893,21.940875056207165,2,24,0
33,68.85160128892514,17.289480314635384,1,98,0
62,136.06995677278985,28.61398233689764,1,42,0
44,75.07288071648154,9.16397442574829,0,33,0
28,132.78216026893446,37.949857949433465,2,97,0
27,67.92708991115609,36.10128314095014,4,94,0
50,131.85532080467019,6.485529158517168,1,30,0
36,100.4526972414815,62.02715779127339,2,37,0
23,176.26462134602576,14.305127080278165,2,98,0
42,132.9487558231626,51.86482096858095,2,34,0
55,169.43131571976565,21.74760028470562,1,103,0
36,89.77413134299229,2.293040590286371,2,74,0
72,122.24573360976669,5.007731739210937,4,80,0
62,80.75651367534887,84.99904516278856,2,64,1
47,103.45579029022328,18.132500244334658,0,4,0
71,109.51583109021483,40.23545556513512,3,99,1
42,90.96567117251443,22.284874004439914,1,67,0
25,71.3798856461722,11.603071369838558,1,21,0
20,63.45930705389389,68.80060815764426,0,100,0
71,26.41007537170411,13.609195418095386,0,35,0
72,77.74614145986169,30.91391147775386,1,44,0
60,145.09975586687378,4.57425502296318,2,77,0
23,56.060058719468685,7.7807560326524134,3,34,0
34,65.2750861498678,101.75174371964673,1,1,0
20,191.63594284931662,54.32377782655847,1,39,0
20,94.54015800606984,100.20533541438715,1,82,0
32,132.84184036659343,82.69703632321416,2,51,1
50,145.6926858600198,38.652780857859305,0,85,0
21,146.5010451912512,47.70487402205572,1,9,0
74,59.107430775677614,69.9268034902445,1,31,0
43,110.7576128040204,11.53666105232138,1,29,0
33,55.27090921926431,7.1644032798368755,4,8,0
47,217.85271435641295,1.9192014178265007,2,77,0
63,56.20498943937599,26.99455917036013,0,26,0
35,78.0863912452072,6.576756511723917,2,57,0
20,78.37596580633982,21.393201718098155,2,118,1
20,60.133580931084786,14.527178343165078,2,30,0
66,174.10375639026182,31.929106679147765,4,24,0
24,216.89791604333982,2.367100369938925,2,111,0
54,100.9700352274953,32.799298115650856,2,43,0
39,67.1830741262236,1.5599697999926734,5,36,0
62,30.52298005095915,11.609719197881512,1,86,0
21,110.23565125911594,36.2279134443105,2,16,1
69,107.34538307354225,6.668214683488411,1,46,0
57,93.94815494559421,56.62026677587242,2,24,0
43,128.85501015904913,87.97099252323353,1,107,1
29,135.80692571261946,10.335968413473957,0,36,0
73,132.92333031751602,32.86131708198941,3,68,0
35,107.35500512126052,2.003935634206157,0,63,0
45,75.93512681702953,72.21532497816334,1,59,0
40,146.63332391226862,7.482612686708109,1,8,0
31,120.50055037686121,87.75295237764638,2,32,0
41,155.534300993386,20.437145073660403,2,102,0
26,151.60302197888925,6.316868524252445,3,66,0
18,63.129517238115376,8.057221897908377,1,105,0
34,62.63111170169587,80.84858799622153,2,67,0
24,89.77837125037887,20.292530524163542,0,38,0
41,77.74938366837328,54.03649706596925,0,42,0
67,150.21007103904404,28.093957550933748,0,93,0
27,134.0523870395167,45.13893095869527,1,29,0
18,163.96735975141243,7.741714714489823,2,72,0
24,135.85947269643674,20.901186226319194,0,112,0
46,128.34598327493475,24.91471016216229,2,101,0
33,167.98919121376682,18.203298739560257,0,47,0
45,138.78909358940194,19.167240356338827,2,33,0
19,122.72403853750875,77.85665830924769,3,74,0
36,179.2181213572274,68.93754185722013,1,73,0
41,124.6072353261116,27.484531907022717,1,86,0
42,107.82637580328313,2.799399655702123,4,9,0
49,86.48706964889402,6.80843160141713,0,65,0
62,148.12101836181645,28.213086726494975,1,2,0
44,169.48202167369874,3.230208763588091,0,118,0
65,117.9765039426628,7.6069456458827815,2,105,0
48,172.31662495119355,18.65258983309926,3,89,0
32,41.19939872113696,18.740584042709834,2,36,0
31,117.78186500768341,19.07838689163675,3,89,0
36,118.39620351582255,1.6516823265755087,2,54,0
52,90.92022510370612,5.129497851272218,0,78,0
31,215.35444151927493,57.18455298874904,1,28,0
70,117.35229469244955,15.22799119421451,2,57,0
45,103.69076913582268,112.13368841030842,2,105,0
67,121.0384845373402,4.205320483194902,5,23,0
56,39.88745045896681,35.58164371925341,1,46,0
37,89.60528298620339,12.779693339907148,1,35,0
31,159.32959877781616,13.484471865646308,1,22,0
60,94.84218580268902,69.6143005419469,2,48,0
36,86.84499348798914,138.91340924586586,1,73,0
32,172.381025460576,68.15986101223189,0,7,0
71,173.61017603807315,90.15718345947504,1,25,0
45,140.67961888644567,35.82332687622553,2,98,0
20,101.79530663845331,71.59184877349773,2,32,0
46,110.42115739534705,2.714897087850086,0,40,0
44,87.83400153700164,22.90774859728924,2,81,0
67,80.20907523885421,21.332756646730747,4,89,0
58,78.22334046766271,8.914821722252004,2,115,0
28,95.2778237285917,9.875233201266523,0,19,0
26,78.6111603726102,23.663661688569825,1,90,0
52,57.45179525827404,1.273692621214028,1,87,0
20,128.77610679015623,28.759068064785918,0,15,0
36,129.38382323573748,2.388050987937034,0,105,0
25,188.03171033713267,7.325664632037129,0,38,0
19,93.26646526581189,23.898363512705153,0,51,0
70,131.84402358493082,8.083387123576488,0,95,0
23,132.50850317099207,129.34996977864904,2,63,0
18,109.84649755497868,24.298243311069456,1,33,0
71,149.77334354998703,28.191927207575166,1,39,0
28,151.00916747402857,0.7379532608465633,1,89,0
64,133.0964438079016,82.34498535266289,2,22,0
19,109.77441179808818,19.238532705845984,1,57,0
26,105.6987956578186,7.136359661895753,3,89,0
24,65.28984404811763,11.140850775210305,2,106,0
58,87.76328885529233,53.92701401483135,2,99,0
53,95.11969904393248,99.07167599346072,2,43,1
45,75.04112950282263,22.92788700253678,2,24,1
31,137.59695866750656,7.3325723439131565,1,112,0
23,167.8651147594804,4.649942291345096,3,72,0
50,83.67750270683399,0.22841783956077497,2,49,0
31,131.33765742978548,15.608835686650815,1,108,0
51,78.6355544188116,88.2485338930641,4,87,1
57,107.80311316243352,37.928643562341776,1,57,0
66,92.38681683288897,7.707902615965859,1,24,0
46,144.07582594425764,27.548596302747598,3,10,0
18,92.84847304631288,16.181895366674016,2,64,0
33,160.46641654826587,20.380869453821717,2,14,0
66,110.17116905351205,32.417063226413426,2,37,1
48,94.01585161620676,5.629173243237579,0,82,1
53,69.86778950619347,43.59075556336082,3,2,1
44,130.128180411814,106.92717801670314,0,118,0
27,155.80873608904722,0.7476711729675215,2,53,0
69,130.93285026147498,35.686494521810005,1,104,0
62,209.55326665657697,30.148721460714448,2,21,0
74,177.19149809881674,2.8600113311825597,2,55,0
66,107.69888941131937,25.847511408596766,0,115,0
34,107.27890264771723,11.54959380573342,0,76,0
32,138.7878687794141,52.98350009198344,1,97,0
32,86.47923278297259,45.40353660085635,2,82,0
70,166.65153226129945,113.10429380347277,2,89,0
49,134.46402087374335,25.233924347442343,3,44,0
43,130.25835643434132,1.5525631306208143,2,54,0
73,147.47814671083265,1.4512466466264657,2,6,0
52,188.91319533476235,2.8210082147026894,4,31,0
69,126.8382140875002,14.041031750544104,4,8,0
74,115.47838516514463,57.98601883089268,0,39,0
22,180.34878493290313,15.836081350985392,1,87,0
38,158.70201663964542,1.8055470031474798,3,25,0
59,107.16080638465111,59.794618134711264,1,57,0
64,120.2074579463608,64.25327469222795,2,66,0
26,127.81523663755195,2.584052935642681,1,20,0
36,134.4725177841993,23.72516128609705,4,97,0
49,65.73600596243544,13.582242469671206,0,92,0
63,58.300615687937594,29.205845426753633,2,23,0
24,84.50439911990185,82.18594199034146,2,5,0
52,81.41046227954631,9.498233550091848,3,1,0
34,94.2470394410999,73.76746648021393,3,35,1
30,145.38842568360016,25.936593053258523,1,15,0
47,113.24283374701047,27.323233180871085,2,3,0
41,127.85578420040753,25.32410360153797,0,55,1
54,71.02786359830954,28.06494785464684,2,63,0
36,101.53431188316219,9.119820236610094,0,3,0
64,143.4903064697936,14.564919124691516,1,72,1
22,143.79809832707207,61.06759764900744,2,48,0
67,91.01704687248369,10.750236309465565,3,24,0
19,126.46649545518214,88.78526508356109,1,14,0
59,207.9539141392933,13.536954295129474,1,91,0
37,119.29608282977448,24.57867889727852,1,13,0
39,92.27252215430218,41.49691172155838,1,24,0
19,113.04950442551359,86.87456433826037,2,85,0
58,123.68708430107333,2.8085218454839778,2,75,0
27,113.95326477237802,57.78332617876442,6,119,0
55,118.74581197293993,31.887954112970835,2,5,0
59,62.26212812252641,18.70244256767272,3,24,0
66,81.49478099656196,20.209436651627925,2,79,1
58,114.0265905171401,3.909727503991946,2,28,0
35,113.38928119910253,7.46104571323413,1,46,0
60,97.35242900559997,6.72796839768993,3,36,0
65,112.91945655694252,10.950150254879837,1,97,0
36,122.44059421656821,34.15040904690623,2,94,0
25,155.576538260981,35.9691164250841,1,96,0
68,116.03153059095797,45.35864684131769,1,61,1
26,135.96412821193013,56.8053424372271,1,59,0
51,98.33598794264316,17.494689033025267,0,68,0
31,142.88382894393928,101.60517277049632,2,9,0
25,135.02921190449428,0.19598704958385116,0,66,1
62,154.63268012719277,37.93436467778814,2,33,0
26,148.5384184977795,29.948452407684385,1,112,0
56,143.54942491524585,3.5805330909527027,0,22,0
57,116.06330365368879,66.65670926430663,3,5,0
21,129.79756908177873,55.27916188580521,0,115,0
27,162.54035713806104,82.78516308222568,2,19,0
63,93.91701722388822,5.539187433704934,1,62,0
46,94.86368885212538,6.536861141086158,3,46,0
24,127.25725591801448,18.502554087928043,2,33,1
74,136.61118761061815,3.772509031516664,1,59,0
33,87.03574002943982,17.99680568519153,1,88,0
18,117.00949746346767,36.78324012850601,0,14,0
70,116.24004903084861,10.623577145674686,0,79,0
18,31.38879537586118,36.59983792335917,1,107,0
49,111.21624042964962,9.071987958594198,1,35,0
74,113.70728668606135,10.93806172648304,2,81,0
50,113.58828228707924,93.75495287976358,1,110,0
51,176.63657098309073,0.17231756249448113,1,111,0
40,71.36806805964498,42.596312249047934,0,78,0
25,87.0150971518155,22.69084484446634,0,112,1
50,15.51216806722664,20.096440115102126,5,93,0
69,100.76333335303437,8.5469060594487,0,61,0
23,104.17425783495996,29.83675191889085,2,15,0
68,99.60091294662975,12.422074940560316,0,102,0
41,164.3070935793504,10.988102867566697,2,35,0
48,154.42470089347853,11.080855692578492,2,88,0
27,123.11426897069217,9.583372755283166,3,77,0
53,105.17547785840551,1.4967022694948335,1,43,0
28,161.04758672427454,122.39158522081418,0,93,0
33,119.20968560656594,11.0558033614026,0,79,0
59,87.26919844326169,22.80094698922118,0,89,0
20,51.35005290061794,27.88500952925503,6,114,1
43,102.3474202441727,2.7828554441192574,0,33,0
51,150.18574468690434,97.84508399546748,0,91,0
25,211.06154758172357,14.367406701702558,1,5,0
34,122.46441384757904,5.869743037933859,1,85,0
37,89.38577939518783,6.26308819325582,3,19,0
55,72.60139166863144,14.592764917327466,1,27,0
73,142.07819585222396,19.03393101034023,2,24,0
65,49.41535790462926,12.98747063991105,5,99,0
28,142.01380405619554,3.5275945719812487,0,45,0
19,152.7084642505165,1.3485386566486623,5,47,0
20,137.45117812931457,43.18106405789756,0,44,0
51,111.2135331224577,49.926152624151875,2,75,0
26,142.59762614187258,4.063659715808793,2,110,0
31,126.837534845132,29.809352372398052,3,81,0
66,88.87504632557633,40.27239970666038,1,13,0
67,194.01649289500102,60.645382152310574,4,62,0
65,105.93282481557935,66.28460593054052,1,13,0
32,151.03009201799637,19.239678060116233,0,20,0
53,23.25542869217142,17.381290362771036,4,24,0
52,171.05883531123715,41.55722402899968,0,83,0
28,178.75054978618329,26.00123077002514,0,105,0
49,121.19335148506553,6.6888949243410405,2,30,0
47,142.35084138951035,0.27974393449492385,2,113,0
40,142.34060726430252,69.67030447391107,1,32,0
60,94.28865721437103,11.291223417230542,2,37,0
56,141.88489221757362,9.867614637626238,0,16,0
48,87.65478120509778,72.76534741380895,2,6,0
59,95.64972305418695,19.28451545647814,2,74,0
61,165.07772572849194,4.749878901895148,0,49,0
50,158.9863076280081,50.92810796374551,2,14,0
33,91.7449799153683,2.6426155900811055,3,68,0
61,90.65694625995837,112.61146961232588,0,42,0
58,94.17613590169312,23.365204618402753,0,47,0
74,149.30558265861964,43.12416547024691,3,106,0
26,80.00060876758411,34.81036899257485,3,49,1
41,134.2685055614381,21.090093923473127,1,54,0
70,149.8738724253718,18.430051672296965,0,82,0
47,116.470181988276,25.483452467086,1,107,0
71,160.4025478745971,9.151446255929581,0,88,0
18,107.8275932204083,32.93337075598705,2,59,0
20,111.44577596024342,5.969238577271895,2,37,0
63,80.91015075472575,6.8782188758991065,2,22,0
38,160.6870939048082,32.105549451554026,2,15,0
47,89.33918212084518,60.42197481323444,0,91,0
42,133.99087270860238,53.16845299129811,3,88,0
41,117.1473573149626,4.348342085429592,0,43,0
71,77.8886774755335,12.006966077516022,2,112,0
23,95.63587424706716,99.74651983278916,2,116,0
62,175.31488956162934,41.84720257005419,1,74,0
68,128.06630170537923,61.715656326463886,1,32,0
55,79.63398634532632,24.190632806559837,1,61,1
40,132.21313149394769,75.26699576989796,3,98,0
27,114.1554387362182,5.18001687484601,1,61,0
56,258.1618560897673,14.15376071846897,3,59,0
44,131.40495365369088,55.83203581420604,1,64,0
26,104.77500611734541,12.229274734870575,0,101,0
38,176.80111671148416,19.89024500042619,0,49,0
72,46.358553308286176,12.597679381854029,2,22,0
33,123.77280625524389,9.285766689172245,1,62,0
28,199.7771397872429,56.91283170960702,1,76,0
56,115.35202862560983,17.265188927755084,2,112,0
29,50.66795821407685,26.51104461206452,2,14,0
70,104.1632814235761,33.92447082366935,3,113,0
66,178.1807216383615,10.35778104407648,1,96,0
74,135.04278385283084,10.797310330254472,1,85,0
70,86.4457556194993,53.38558033036871,2,29,1
31,92.59028771283904,33.15297870297756,2,25,0
30,97.61198915400746,25.11930412029464,3,51,0
37,134.44791536215985,1.3130322759762556,3,22,1
44,173.5278453175461,28.56303124745016,2,79,0
68,162.09692051196683,9.799023916679209,2,90,0
59,138.24048728436514,62.68111181220028,1,57,1
54,66.73420959770067,6.966422001455583,1,83,0
68,66.88269944026234,54.471782911198645,2,93,1
54,141.33008084855052,45.98613802729139,3,109,0
39,66.18115608268423,55.71264052198347,2,82,0
41,110.97731915725583,81.94925161549168,2,28,0
47,132.16601784744708,21.84560680402968,1,16,0
23,74.49624018549244,52.61403237812569,1,112,0
60,79.02950662564547,63.69234758765261,1,93,0
55,116.23515741728725,50.16789658464143,2,102,0
59,140.14601150096215,11.54778466518889,0,51,1
48,162.46075081655027,14.707601220469368,1,19,1
62,144.28213739082207,79.50070257665656,1,72,1
72,122.94626379968778,29.236465479812992,1,77,0
50,90.15220985771802,62.72597609877204,3,26,0
43,77.16372016621924,6.490867625705649,1,56,0
23,99.56491646683409,19.778015559666407,1,51,0
62,136.39742339922267,29.54088623520943,3,31,1
69,133.4649482650937,51.894668403362935,5,98,1
57,36.003920570995106,20.990741394847657,1,58,0
67,88.57291886929988,25.062322113908085,2,111,0
67,168.18030206424623,27.412137052318627,1,1,0
63,123.16860191216557,18.338057833861832,0,112,0
46,63.31964347588056,26.66426523618008,2,79,0
23,214.23284726392606,12.604640116799727,1,84,0
18,118.84233070740942,30.370389071164652,1,35,0
29,135.37335837253633,36.78842523359385,2,10,0
42,135.9809902418054,35.99421256393829,2,28,0
60,105.29618135359256,2.2720383161633415,0,53,0
43,90.89705272714423,0.6960383569949385,2,41,0
19,204.86699940263762,41.463655712259886,1,23,0
29,160.12823478471003,19.661651637557405,0,2,0
73,152.87748804434705,10.792061100037659,2,84,0
74,143.05156766872844,113.29711227653564,1,80,0
39,79.86730438553262,5.367872581757858,2,20,0
63,171.10120766961094,18.61162041267317,3,94,0
59,86.27469367953003,8.584527939316757,1,117,0
71,131.33147192602584,48.41280440149363,0,119,0
68,54.42440378141724,64.54126512962749,2,24,0
53,38.36564597409921,12.965969312288653,4,51,0
40,132.7316481061246,15.18575502739213,1,7,0
53,87.63602931220368,6.768505181978348,1,2,0
36,40.43329714810908,22.98747001307017,1,101,0
37,141.62438011788302,23.08849509777108,2,116,0
52,204.80323084203155,12.67858399117138,1,25,0
50,175.58241034320247,49.57354942732177,1,56,0
51,109.7072845893731,28.77275758720895,1,3,0
39,120.35381226787783,30.18154767078972,2,98,0
41,155.50825027135653,10.055715782907777,4,66,0
18,164.88512079339628,65.13370955030426,2,35,0
52,106.25857124697205,106.9764815145674,0,116,0
50,121.36710862898298,22.637083213436824,1,17,0
71,132.02459227058145,32.00405438668213,0,32,0
46,142.15505281115327,6.681880332197834,2,89,0
44,114.67694231954933,47.95818962082462,0,49,0
21,115.19659019725023,26.586241320305696,0,84,0
29,175.19329319017552,14.679972148601866,2,29,0
37,168.38082809771544,27.61971438681448,2,79,0
39,139.09642293744352,28.057591032869542,2,67,0
38,188.76436280091713,2.4397956524589195,1,6,0
40,104.54216951094332,78.98187940623322,2,39,0
61,184.91893794517523,24.39719694214876,0,36,0
25,141.700617741422,21.056854284029825,3,71,0
36,250.84104488858358,7.925991426374429,1,53,0
27,72.30072292870089,24.721609621106733,1,57,0
35,92.42618991130634,5.846608132176197,1,21,0
57,136.7519131280219,16.345555182479544,1,111,0
20,135.88936211915967,29.610481072136228,2,90,0
37,198.00555936700073,60.25164896015799,1,80,0
19,93.26501266801864,0.6871780377114184,0,33,0
72,156.19674074775537,11.562417021848711,2,82,0
59,166.49852018727984,6.164463818609655,1,28,0
31,148.1859132888259,90.925049293169,2,58,0
29,81.5601463230272,9.079113091960924,2,32,0
23,176.31035221016793,11.945759530485361,1,37,0
44,169.17299725261654,24.338198703116856,0,78,0
60,143.9833807916151,5.684724355182322,2,38,0
51,128.17390748835817,18.819116531547568,1,87,0
68,129.04432040177485,130.28631964317162,1,60,0
37,116.85056831042489,4.333189333459188,2,117,0
33,145.63140537010568,1.2271232344690126,4,23,1
45,121.24539411779911,2.61277715832367,1,113,0
29,86.05900098589436,26.606537727889965,0,16,0
73,78.05633420689631,64.07141273305149,4,66,0
28,89.91854985390832,18.22920427814152,2,45,0
45,128.88528970197808,23.442700660230496,2,90,0
47,118.92176654259171,12.069758616553818,1,16,0
21,128.61375173154997,17.947858658228874,2,31,1
44,140.03252534184443,60.767682740711265,0,28,0
43,94.90716296332485,26.286827722204606,1,110,0
32,178.62640673381392,89.26067908326574,0,64,0
25,109.29156691810103,42.866490183239,1,20,0
20,102.66292060873964,41.04117194426248,4,95,0
18,139.2954494932981,39.31739525097957,1,34,0
45,46.53959190499708,40.72739046368209,1,27,0
23,88.37862201108322,52.907552400349225,0,59,0
72,159.24291194767332,9.897173781763131,1,95,0
31,50.503122837515576,13.357660366817184,1,100,0
55,164.70296787732622,42.697119789893,0,2,0
56,180.44546265436537,74.44705603873152,1,107,0
46,105.22178648705007,15.959726827819871,1,119,0
68,131.67251069705242,10.261412898695616,3,39,0
24,164.76348339404106,3.6256413096755686,3,62,0
31,101.32843247825922,2.5178528040873167,0,45,0
32,154.71102082104727,26.164312705615266,0,57,0
25,93.15404819477314,8.202505676096184,1,78,0
34,100.89590826667282,71.55802439245619,1,78,0
35,88.02654142700105,4.8192909954509995,1,57,0
61,133.70588796779214,18.180998674306917,1,57,0
35,166.31876210262197,40.21354222591955,2,59,0
67,112.63548271531343,12.16008964516912,4,49,0
62,69.15003360350387,15.017501101830455,4,15,0
69,76.69172710852737,118.9338651250296,0,45,0
23,135.78397685482162,3.6155112237123572,4,86,0
74,193.76465653577077,26.200837498087893,1,117,0
52,135.74899997257592,12.711980611866572,0,97,0
73,104.52413797394989,5.586935241579119,2,103,0
38,150.64735867401137,82.8562367362142,2,94,0
72,110.42005457653015,29.900382845125478,3,60,0
51,104.86859130543175,8.131718496412873,1,82,0
22,81.66163577218946,20.331818624120025,1,100,0
41,176.33795376985424,42.43822452862215,4,27,0
25,18.43168330017346,15.754514877216755,1,18,0
71,151.91436801117078,15.224729871869352,1,32,0
35,101.45020248809853,23.160470117284333,1,64,0
30,103.5863707419355,9.344979387059489,2,94,0
49,187.6926062447125,0.5789279893124136,1,54,0
